533779200	-90.00	-999	140
604713600	-90.00	-999	319
533779200	-80.00	-999	160
533779200	-78.00	-999	180
533779200	-77.83	-999	160
604713600	-77.83	-999	380
628473600	-47.00	170.1	253
817776000	-46.63	170.1	317
486432000	-46.60	170.1	330
486432000	-46.60	170.1	310
486432000	-46.60	170.1	230
502243200	-46.60	170.1	250
517968000	-46.60	170.1	200
533779200	-46.60	170.1	380
557452800	-46.60	170.1	446
604713600	-46.60	170.1	322
620611200	-46.60	170.1	353
628473600	-46.60	170.1	200
636249600	-46.60	170.1	136
636249600	-46.60	170.1	139
652147200	-46.60	170.1	353
670464000	-46.60	170.1	212
670464000	-46.60	170.1	200
681004800	-46.60	170.1	397
691545600	-46.60	170.1	239
723168000	-46.60	170.1	275
738892800	-46.60	170.1	299
809913600	-46.60	170.1	414
809913600	-46.60	170.1	419
833587200	-46.60	170.1	275
833587200	-46.60	170.1	286
841536000	-46.60	170.1	398
849398400	-46.60	170.1	246
644198400	-46.50	170.1	305
494380800	-46.40	170.1	370
702086400	-46.40	170.1	166
702086400	-46.40	170.1	171
849398400	-46.40	170.1	248
762480000	-46.25	170.1	268
660009600	-46.21	170.1	379
652147200	-46.17	170.1	359
770428800	-46.07	170.1	312
712627200	-46.00	170.1	362
712627200	-46.00	170.1	350
786240000	-46.00	170.1	291
786240000	-46.00	170.1	295
620611200	-45.87	170.1	429
738892800	-45.87	170.1	339
841536000	-45.42	170.1	454
596937600	-45.37	170.1	466
470707200	-45.17	170.1	230
644198400	-45.10	170.1	293
778377600	-45.00	170.1	395
778377600	-45.00	170.1	406
786240000	-45.00	170.1	250
794016000	-45.00	170.1	179
628473600	-44.63	170.1	219
470707200	-44.40	170.1	380
636249600	-44.40	170.1	168
794016000	-44.40	170.1	163
596937600	-43.92	170.1	445
723168000	-43.92	170.1	231
738892800	-43.88	170.1	329
754704000	-43.88	170.1	230
809913600	-43.88	170.1	467
825638400	-43.88	170.1	170
833587200	-43.88	170.1	298
833587200	-43.88	170.1	326
841536000	-43.88	170.1	350
849398400	-43.88	170.1	234
849398400	-43.88	170.1	216
620611200	-43.80	170.1	286
660009600	-43.60	170.1	393
762480000	-43.58	170.1	219
825638400	-43.58	170.1	164
462844800	-43.53	170.1	280
478483200	-43.53	170.1	150
478483200	-43.53	170.1	40
494380800	-43.53	170.1	420
502243200	-43.53	170.1	280
533779200	-43.53	170.1	240
557452800	-43.53	170.1	410
730944000	-43.33	170.1	260
809913600	-43.33	170.1	422
794016000	-43.28	170.1	191
691545600	-43.23	170.1	239
691545600	-43.23	170.1	225
809913600	-43.20	170.1	448
770428800	-43.00	170.1	358
809913600	-42.90	170.1	450
849398400	-42.72	170.1	218
502243200	-42.72	170.1	250
573177600	-42.72	170.1	251
723168000	-42.72	170.1	198
730944000	-42.72	170.1	206
754704000	-42.72	170.1	227
817776000	-42.72	170.1	261
817776000	-42.72	170.1	337
660009600	-42.50	170.1	267
712627200	-42.50	170.1	411
754704000	-42.42	170.1	325
702086400	-42.40	170.1	163
841536000	-42.17	170.1	345
817776000	-42.12	170.1	327
636249600	-42.00	170.1	134
681004800	-42.00	170.1	380
681004800	-42.00	170.1	376
712627200	-42.00	170.1	368
778377600	-42.00	170.1	406
778377600	-42.00	170.1	398
786240000	-42.00	170.1	269
786240000	-42.00	170.1	298
573177600	-41.90	170.1	197
691545600	-41.90	170.1	238
691545600	-41.90	170.1	242
462844800	-41.75	170.1	420
628473600	-41.45	170.1	200
573177600	-41.25	170.1	73
644198400	-41.20	170.1	307
702086400	-41.14	170.1	162
702086400	-41.00	170.1	216
762480000	-40.55	170.1	198
660009600	-40.50	144.68	356
738892800	-40.50	175.71	300
849398400	-40.47	175.71	232
712627200	-40.30	175.71	372
712627200	-40.00	175.71	343
794016000	-40.00	175.71	186
794016000	-40.00	175.71	175
754704000	-39.77	175.71	303
628473600	-39.48	175.71	235
470707200	-39.27	175.71	370
494380800	-39.27	175.71	350
502243200	-39.27	175.71	240
510019200	-39.27	175.71	270
517968000	-39.27	175.71	250
533779200	-39.27	175.71	210
636249600	-39.27	175.71	136
596937600	-39.17	175.71	459
549504000	-39.07	175.71	440
644198400	-39.00	175.71	229
702086400	-39.00	175.71	177
786240000	-39.00	175.71	246
794016000	-39.00	175.71	178
754704000	-38.68	175.71	229
670464000	-38.65	175.71	237
670464000	-38.65	175.71	244
681004800	-38.65	175.71	379
691545600	-38.65	175.71	270
691545600	-38.65	175.71	261
596937600	-38.50	175.71	441
702086400	-38.40	175.71	174
770428800	-38.40	175.71	302
712627200	-38.00	175.71	359
778377600	-38.00	175.71	420
778377600	-38.00	175.71	411
778377600	-38.00	175.71	429
786240000	-38.00	175.71	261
