827311800	71.3	-156.78	2139
827341800	71.3	-156.78	2199
834950700	71.3	-156.78	947
835021800	71.3	-156.78	1031
842389500	71.3	-156.78	895
850423200	71.3	-156.78	2539
850500600	71.3	-156.78	2450
858962400	71.3	-156.78	2364
866659500	71.3	-156.78	905
866710800	71.3	-156.78	868
866736000	71.3	-156.78	954
874409100	71.3	-156.78	664
874428300	71.3	-156.78	717
874485900	71.3	-156.78	681
874515000	71.3	-156.78	630
882357000	71.3	-156.78	2235
882375900	71.3	-156.78	2195
882435600	71.3	-156.78	2125
882462900	71.3	-156.78	2224
890047800	71.3	-156.78	2277
890123400	71.3	-156.78	2000
898092000	71.3	-156.78	1093
898099200	71.3	-156.78	1162
898159500	71.3	-156.78	1142
898185000	71.3	-156.78	1116
906051300	71.3	-156.78	1388
913985100	71.3	-156.78	1986
914002800	71.3	-156.78	1992
914072400	71.3	-156.78	1953
914072400	71.3	-156.78	2175
914168820	71.3	-156.78	2281
921143700	71.3	-156.78	2394
929836800	71.3	-156.78	890
929836800	71.3	-156.78	950
937785600	71.3	-156.78	912
937872000	71.3	-156.78	778
938217600	71.3	-156.78	765
945302400	71.3	-156.78	1650
945302400	71.3	-156.78	1704
945388800	71.3	-156.78	1738
945388800	71.3	-156.78	1751
953164800	71.3	-156.78	2185
953251200	71.3	-156.78	1855
953251200	71.3	-156.78	1930
960681600	71.3	-156.78	926
961027200	71.3	-156.78	1173
961200000	71.3	-156.78	927
969753600	71.3	-156.78	728
969840000	71.3	-156.78	760
976147200	71.3	-156.78	1653
976147200	71.3	-156.78	2195
976233600	71.3	-156.78	1600
976233600	71.3	-156.78	1650
986515200	71.3	-156.78	1793
987033600	71.3	-156.78	1727
992476800	71.3	-156.78	925
992563200	71.3	-156.78	892
992563200	71.3	-156.78	899
992649600	71.3	-156.78	955
1001376000	71.3	-156.78	752
1001462400	71.3	-156.78	757
1001462400	71.3	-156.78	819
1008547200	71.3	-156.78	2081
1008633600	71.3	-156.78	1773
1008633600	71.3	-156.78	1896
1008633600	71.3	-156.78	1945
1017187200	71.3	-156.78	1860
1017187200	71.3	-156.78	1877
1017273600	71.3	-156.78	2059
1017273600	71.3	-156.78	2066
1023753600	71.3	-156.78	1018
1023753600	71.3	-156.78	1023
1023840000	71.3	-156.78	922
1023840000	71.3	-156.78	965
1032220800	71.3	-156.78	1155
1032220800	71.3	-156.78	1179
1032220800	71.3	-156.78	1134
1032220800	71.3	-156.78	1122
1040169600	71.3	-156.78	2410
1040169600	71.3	-156.78	2866
1040169600	71.3	-156.78	2767
1040169600	71.3	-156.78	2737
1048723200	71.3	-156.78	2391
1048723200	71.3	-156.78	2293
1048723200	71.3	-156.78	2401
1048896000	71.3	-156.78	2429
1055721600	71.3	-156.78	1092
1055721600	71.3	-156.78	1197
1055808000	71.3	-156.78	1181
1055808000	71.3	-156.78	1182
1063670400	71.3	-156.78	982
1063670400	71.3	-156.78	1002
1063756800	71.3	-156.78	1152
1063756800	71.3	-156.78	996
1071619200	71.3	-156.78	2063
1071619200	71.3	-156.78	2105
1071705600	71.3	-156.78	2212
1071705600	71.3	-156.78	2104
1079308800	71.3	-156.78	2084
1079308800	71.3	-156.78	2036
1079308800	71.3	-156.78	2112
1079308800	71.3	-156.78	2025
1088467200	71.3	-156.78	785
1088467200	71.3	-156.78	804
1088467200	71.3	-156.78	792
1095120000	71.3	-156.78	902
1095206400	71.3	-156.78	950
1095206400	71.3	-156.78	806
1103155200	71.3	-156.78	1729
1103155200	71.3	-156.78	1901
1103241600	71.3	-156.78	1766
1103241600	71.3	-156.78	1783
1111449600	71.3	-156.78	2411
1111449600	71.3	-156.78	2484
1111536000	71.3	-156.78	2356
1111536000	71.3	-156.78	2277
1118620800	71.3	-156.78	915
1118620800	71.3	-156.78	891
1118707200	71.3	-156.78	883
1118707200	71.3	-156.78	878
1126224000	71.3	-156.78	827
1126224000	71.3	-156.78	778
1126224000	71.3	-156.78	790
1134000000	71.3	-156.78	1874
1134000000	71.3	-156.78	1888
1134086400	71.3	-156.78	1816
