389577600	1352	71.16	-156.5
390096000	1340	71.16	-156.5
390268800	1398	71.16	-156.5
390528000	1208	71.16	-156.5
390528000	1192	71.16	-156.5
391046400	939	71.16	-156.5
391737600	1567	71.16	-156.5
404179200	1139	71.16	-156.5
404697600	1138	71.16	-156.5
404956800	1199	71.16	-156.5
406771200	1878	71.16	-156.5
407721600	1768	71.16	-156.5
411350400	2611	71.16	-156.5
411955200	2911	71.16	-156.5
412214400	2549	71.16	-156.5
412819200	2342	71.16	-156.5
413510400	2484	71.16	-156.5
414720000	3194	71.16	-156.5
416188800	2305	71.16	-156.5
418435200	2384	71.16	-156.5
418521600	2405	71.16	-156.5
418694400	2522	71.16	-156.5
419126400	2083	71.16	-156.5
419126400	2398	71.16	-156.5
419212800	2171	71.16	-156.5
419558400	1920	71.16	-156.5
419644800	2015	71.16	-156.5
419731200	1899	71.16	-156.5
420249600	1934	71.16	-156.5
420854400	1406	71.16	-156.5
421372800	1597	71.16	-156.5
421977600	1201	71.16	-156.5
422582400	1613	71.16	-156.5
423273600	1815	71.16	-156.5
423964800	1404	71.16	-156.5
424396800	1046	71.16	-156.5
425088000	1183	71.16	-156.5
425520000	1155	71.16	-156.5
426211200	1208	71.16	-156.5
426729600	1271	71.16	-156.5
426988800	1323	71.16	-156.5
427420800	1014	71.16	-156.5
428025600	1225	71.16	-156.5
429148800	927	71.16	-156.5
429753600	941	71.16	-156.5
430617600	836	71.16	-156.5
432172800	973	71.16	-156.5
433382400	703	71.16	-156.5
434073600	1055	71.16	-156.5
434678400	1132	71.16	-156.5
435369600	1004	71.16	-156.5
435974400	1153	71.16	-156.5
437184000	1368	71.16	-156.5
437702400	1542	71.16	-156.5
438393600	1881	71.16	-156.5
438998400	1688	71.16	-156.5
439516800	1674	71.16	-156.5
440726400	1692	71.16	-156.5
441072000	1954	71.16	-156.5
441417600	2498	71.16	-156.5
442454400	2223	71.16	-156.5
443145600	1904	71.16	-156.5
443836800	3137	71.16	-156.5
444355200	3052	71.16	-156.5
444873600	2683	71.16	-156.5
445564800	3111	71.16	-156.5
446256000	2850	71.16	-156.5
446774400	2795	71.16	-156.5
447292800	2323	71.16	-156.5
449366400	2003	71.16	-156.5
449798400	2244	71.16	-156.5
450489600	1746	71.16	-156.5
451094400	1655	71.16	-156.5
451526400	1281	71.16	-156.5
452131200	1264	71.16	-156.5
453081600	1217	71.16	-156.5
453427200	1827	71.16	-156.5
454204800	1004	71.16	-156.5
454723200	808	71.16	-156.5
455155200	1254	71.16	-156.5
455760000	1866	71.16	-156.5
456364800	1158	71.16	-156.5
456969600	1150	71.16	-156.5
457574400	1290	71.16	-156.5
458006400	967	71.16	-156.5
459129600	828	71.16	-156.5
459475200	1801	71.16	-156.5
