389577600	1352	156.5	71.16	42
390096000	1340	156.5	71.16	42
390268800	1398	156.5	71.16	42
390528000	1208	156.5	71.16	42
390528000	1192	156.5	71.16	42
391046400	939	156.5	71.16	42
391737600	1567	156.5	71.16	42
404179200	1139	156.5	71.16	42
404697600	1138	156.5	71.16	42
404956800	1199	156.5	71.16	42
406771200	1878	156.5	71.16	42
407721600	1768	156.5	71.16	42
411350400	2611	156.5	71.16	42
411955200	2911	156.5	71.16	42
412214400	2549	156.5	71.16	42
412819200	2342	156.5	71.16	42
413510400	2484	156.5	71.16	42
414720000	3194	156.5	71.16	42
416188800	2305	156.5	71.16	42
418435200	2384	156.5	71.16	42
418521600	2405	156.5	71.16	42
418694400	2522	156.5	71.16	42
419126400	2083	156.5	71.16	42
419126400	2398	156.5	71.16	42
419212800	2171	156.5	71.16	42
419558400	1920	156.5	71.16	42
419644800	2015	156.5	71.16	42
419731200	1899	156.5	71.16	42
420249600	1934	156.5	71.16	42
420854400	1406	156.5	71.16	42
421372800	1597	156.5	71.16	42
421977600	1201	156.5	71.16	42
422582400	1613	156.5	71.16	42
423273600	1815	156.5	71.16	42
423964800	1404	156.5	71.16	42
424396800	1046	156.5	71.16	42
425088000	1183	156.5	71.16	42
425520000	1155	156.5	71.16	42
426211200	1208	156.5	71.16	42
426729600	1271	156.5	71.16	42
426988800	1323	156.5	71.16	42
427420800	1014	156.5	71.16	42
428025600	1225	156.5	71.16	42
429148800	927	156.5	71.16	42
429753600	941	156.5	71.16	42
430617600	836	156.5	71.16	42
432172800	973	156.5	71.16	42
433382400	703	156.5	71.16	42
434073600	1055	156.5	71.16	42
434678400	1132	156.5	71.16	42
435369600	1004	156.5	71.16	42
435974400	1153	156.5	71.16	42
437184000	1368	156.5	71.16	42
437702400	1542	156.5	71.16	42
438393600	1881	156.5	71.16	42
438998400	1688	156.5	71.16	42
439516800	1674	156.5	71.16	42
440726400	1692	156.5	71.16	42
441072000	1954	156.5	71.16	42
441417600	2498	156.5	71.16	42
442454400	2223	156.5	71.16	42
443145600	1904	156.5	71.16	42
443836800	3137	156.5	71.16	42
444355200	3052	156.5	71.16	42
444873600	2683	156.5	71.16	42
445564800	3111	156.5	71.16	42
446256000	2850	156.5	71.16	42
446774400	2795	156.5	71.16	42
447292800	2323	156.5	71.16	42
449366400	2003	156.5	71.16	42
449798400	2244	156.5	71.16	42
450489600	1746	156.5	71.16	42
451094400	1655	156.5	71.16	42
451526400	1281	156.5	71.16	42
452131200	1264	156.5	71.16	42
453081600	1217	156.5	71.16	42
453427200	1827	156.5	71.16	42
454204800	1004	156.5	71.16	42
454723200	808	156.5	71.16	42
455155200	1254	156.5	71.16	42
455760000	1866	156.5	71.16	42
456364800	1158	156.5	71.16	42
456969600	1150	156.5	71.16	42
457574400	1290	156.5	71.16	42
458006400	967	156.5	71.16	42
459129600	828	156.5	71.16	42
459475200	1801	156.5	71.16	42
460080000	949	156.5	71.16	42
460857600	837	156.5	71.16	42
461548800	933	156.5	71.16	42
462067200	784	156.5	71.16	42
464227200	1203	156.5	71.16	42
465436800	1053	156.5	71.16	42
466041600	1040	156.5	71.16	42
466732800	1265	156.5	71.16	42
467251200	1190	156.5	71.16	42
467856000	1290	156.5	71.16	42
468460800	1321	156.5	71.16	42
469065600	1566	156.5	71.16	42
469670400	1514	156.5	71.16	42
470275200	1509	156.5	71.16	42
470966400	1682	156.5	71.16	42
471484800	2042	156.5	71.16	42
472089600	2366	156.5	71.16	42
472694400	2216	156.5	71.16	42
473904000	2660	156.5	71.16	42
474163200	2468	156.5	71.16	42
474681600	2440	156.5	71.16	42
475286400	2448	156.5	71.16	42
475891200	2505	156.5	71.16	42
476582400	2233	156.5	71.16	42
476582400	2325	156.5	71.16	42
477100800	2554	156.5	71.16	42
478051200	2525	156.5	71.16	42
478051200	2654	156.5	71.16	42
478483200	2583	156.5	71.16	42
478483200	2454	156.5	71.16	42
478569600	2630	156.5	71.16	42
478569600	2358	156.5	71.16	42
480211200	2213	156.5	71.16	42
480211200	2249	156.5	71.16	42
481334400	2333	156.5	71.16	42
481334400	2371	156.5	71.16	42
481939200	2484	156.5	71.16	42
481939200	2554	156.5	71.16	42
482544000	2401	156.5	71.16	42
482544000	2380	156.5	71.16	42
483148800	1647	156.5	71.16	42
483753600	2124	156.5	71.16	42
484358400	2124	156.5	71.16	42
484358400	2024	156.5	71.16	42
484963200	1091	156.5	71.16	42
485827200	1615	156.5	71.16	42
486172800	1378	156.5	71.16	42
486777600	1463	156.5	71.16	42
487382400	1166	156.5	71.16	42
487987200	1902	156.5	71.16	42
488592000	1166	156.5	71.16	42
489542400	962	156.5	71.16	42
489888000	940	156.5	71.16	42
490492800	822	156.5	71.16	42
491011200	733	156.5	71.16	42
492048000	856	156.5	71.16	42
492739200	677	156.5	71.16	42
493344000	1158	156.5	71.16	42
493603200	1175	156.5	71.16	42
494553600	1355	156.5	71.16	42
494812800	1030	156.5	71.16	42
495244800	1131	156.5	71.16	42
496368000	1915	156.5	71.16	42
496627200	1110	156.5	71.16	42
497145600	1432	156.5	71.16	42
497836800	1589	156.5	71.16	42
498787200	1790	156.5	71.16	42
499478400	1430	156.5	71.16	42
499996800	1510	156.5	71.16	42
501292800	1650	156.5	71.16	42
501811200	1780	156.5	71.16	42
502502400	1930	156.5	71.16	42
502848000	1720	156.5	71.16	42
503107200	1870	156.5	71.16	42
503712000	2840	156.5	71.16	42
504835200	2300	156.5	71.16	42
505440000	1910	156.5	71.16	42
506131200	2200	156.5	71.16	42
506736000	2330	156.5	71.16	42
507945600	2630	156.5	71.16	42
509068800	3060	156.5	71.16	42
509587200	2600	156.5	71.16	42
510019200	3250	156.5	71.16	42
510969600	3080	156.5	71.16	42
512784000	2430	156.5	71.16	42
513302400	2520	156.5	71.16	42
513907200	2700	156.5	71.16	42
514166400	1820	156.5	71.16	42
515030400	1330	156.5	71.16	42
515548800	1540	156.5	71.16	42
516931200	894	156.5	71.16	42
517622400	1260	156.5	71.16	42
518140800	1130	156.5	71.16	42
518832000	1380	156.5	71.16	42
519696000	1140	156.5	71.16	42
520214400	2010	156.5	71.16	42
520732800	1270	156.5	71.16	42
522374400	917	156.5	71.16	42
523065600	1010	156.5	71.16	42
523584000	1210	156.5	71.16	42
524188800	1730	156.5	71.16	42
524880000	1080	156.5	71.16	42
528163200	1910	156.5	71.16	42
529286400	1650	156.5	71.16	42
529891200	1220	156.5	71.16	42
530496000	1670	156.5	71.16	42
532396800	1490	156.5	71.16	42
533001600	1650	156.5	71.16	42
533606400	1640	156.5	71.16	42
534729600	1740	156.5	71.16	42
535420800	1950	156.5	71.16	42
535852800	2360	156.5	71.16	42
537148800	2840	156.5	71.16	42
537840000	2140	156.5	71.16	42
538444800	2300	156.5	71.16	42
538876800	2490	156.5	71.16	42
539654400	2490	156.5	71.16	42
540691200	2940	156.5	71.16	42
541468800	2710	156.5	71.16	42
541641600	2540	156.5	71.16	42
542592000	3120	156.5	71.16	42
543024000	2860	156.5	71.16	42
543801600	2500	156.5	71.16	42
827311800	2139	156.5	71.16	27
827341800	2199	156.5	71.16	27
834950700	947	156.5	71.16	27
835021800	1031	156.5	71.16	27
842389500	895	156.5	71.16	27
850423200	2539	156.5	71.16	27
850500600	2450	156.5	71.16	27
858962400	2364	156.5	71.16	27
